#IATA,FR name,EN name,Province,AUTO/MAN,Latitude,Longitude,Elevation,# ICAO,# WMO,# MSC,DST Time Zone / Fuseau horaire �t�, STD Time Zone / Fuseau horaire heure normale
XOL,Olds,OLDS AGDM,AB,Auto,51.766667,-114.083333,1046,CXOL,71258,3024925,MDT,MST
XOX,La Ronge,"LA RONGE, SK RCS",SK,Auto,55.15,-105.266667,378.6,CXOX,71586,4064149,CST,CST
XOY,Oyen,OYEN AGDM,AB,Auto,51.383333,-110.35,766.67,CXOY,71342,3024965,MDT,MST
XPA,Peoria,PEORIA AGDM,AB,Auto,55.616667,-118.3,621.21,CXPA,71348,3075160,MDT,MST
XPC,Parry Sound Harbour,PARRY SOUND CCG,ON,Auto,45.35,-80.05,176.3,CXPC,71172,6116257,EDT,EST
XPL,Pollockville,POLLOCKVILLE AGDM,AB,Auto,51.133333,-111.7,750,CXPL,71259,3025243,MDT,MST
XPS,Stony Plain,STONY PLAIN CS,AB,Auto,53.55,-114.116667,760,CXPS,71127,301a001,MDT,MST
XPT,Pointe-Pel�e,"POINT PELEE, ONT",ON,Auto,41.95,-82.516667,176,CXPT,71303,613p001,EDT,EST
XQH,A�roport de Watson Lake,WATSON LAKE AIRPORT (AUT),YT,Auto,60.116667,-128.816667,689.5,CXQH,71199,2101204,PDT,PST
XRB,Resolute,RESOLUTE CS,NU,Auto,74.716667,-94.983333,68,CXRB,71018,2403505,CDT,CST
XRG,Ridgetown,RIDGETOWN RCS,ON,Auto,42.45,-81.883333,205.7,CXRG,71307,6137154,EDT,EST
XRH,Rocky Harbour,"ROCKY HARBOUR, NFLD",NL,Auto,49.566667,-57.883333,67.7,CXRH,71588,8403097,NDT,NST
XRL,Rich Lake,RICH LAKE AGDM,AB,Auto,54.5,-111.616667,585,CXRL,71349,3065475,MDT,MST
XSC,Schuler,SCHULER AGDM,AB,Auto,50.3,-110.083333,800,CXSC,71269,3025768,MDT,MST
XSE,Stefansson Island,STEFANSSON ISLAND,NU,Auto,73.766667,-105.283333,11,CXSE,71017,2403756,CDT,CST
XSH,Shawinigan,SHAWINIGAN CS,QC,Auto,46.566667,-72.733333,110,CXSH,71370,7018001,EDT,EST
XSL,Smoky Lake,SMOKY LAKE AGDM,AB,Auto,54.283333,-112.5,680,CXSL,71274,3016022,MDT,MST
XSP,St. Paul,ST. PAUL AGDM,AB,Auto,54.016667,-111.266667,649,CXSP,71275,3015676,MDT,MST
XSR,Spirit River,SPIRIT RIVER AUTO STATION,AB,Auto,55.683333,-119.233333,1015.28,CXSR,71571,3076069,MDT,MST
XTD,Tracadie,"Tracadie, NS",NS,Auto,45.6,-61.666667,68.2,CXTD,71308,8205895,ADT,AST
XTH,Two Hills,TWO HILLS AGDM,AB,Auto,53.633333,-111.683333,678,CXTH,71276,3016655,MDT,MST
XTL,Tatlayoko Lake,TATLAYOKO LAKE RCS,BC,Auto,51.666667,-124.4,875,CXTL,71028,1088015,PDT,PST
XTN,TUKTUT NOGAIT,TUKTUT NOGAIT,NT,Auto,69.183333,-122.35,551.6,CXTN,71492,2203918,MDT,MST
XTO,Toronto centre-ville,"TORONTO CITY CS, ONT",ON,Auto,43.666667,-79.4,112.5,CXTO,71508,6158355,EDT,EST
XTP,Parc national de Terra-Nova,Terra Nova Nat. Park,NL,Auto,48.55,-53.966667,107,CXTP,71589,8403851,NDT,NST
XTV,Trail Valley,TRAIL VLY CRK,NT,Auto,68.75,-133.5,85,CXTV,71683,220n005,MDT,MST
XUX,Hall Beach,HALL BEACH CLIMATE NU.,NU,Auto,68.783333,-81.25,8.2,CXUX,71320,2402353,EDT,EST
XVG,Violet Grove,VIOLET GROVE CS,AB,Auto,53.15,-115.116667,914,CXVG,71062,3016860,MDT,MST
XVM,Vermilion,VERMILION AGDM,AB,Auto,53.35,-110.883333,623,CXVM,71278,3016802,MDT,MST
XVN,Vineland Station,VINELAND STATION RCS,ON,Auto,43.183333,-79.4,79.2,CXVN,71171,6139148,EDT,EST
XVW,Valleyview,VALLEYVIEW AGDM,AB,Auto,55.1,-117.2,698,CXVW,71277,3076680,MDT,MST
XWB,WAGER BAY,WAGER BAY,NU,Auto,65.883333,-89.45,18,CXWB,71049,2403945,EDT,EST
XWF,Warfield,WARFIELD RCS,BC,Auto,49.116667,-117.733333,566.9,CXWF,71401,1148705,PDT,PST
XWG,Winnipeg,WINNIPEG A CS,MB,Auto,49.916667,-97.233333,238.7,CXWG,71849,502s001,CDT,CST
XWM,Wrentham,WRENTHAM AGDM,AB,Auto,49.5,-112.116667,943.94,CXWM,71343,3037675,MDT,MST
XWN,Winnipeg - La Fourche,WINNIPEG THE FORKS,MB,Auto,49.883333,-97.133333,230,CXWN,71579,5023262,CDT,CST
XWT,WINTERLAND NFLD,WINTERLAND NFLD,NL,Auto,47.133333,-55.333333,29.3,CXWT,71181,8404241,NDT,NST
XYH,Yohin Lake,YOHIN,NT,Auto,61.25,-123.733333,204,CXYH,71020,2204300,MDT,MST
XZC,Moosonee,Moosonee RCS,ON,Auto,51.266667,-80.65,9.1,CXZC,71309,6075435,EDT,EST
XZV,Sept-�les,SEPT-ILES,QC,Auto,50.216667,-66.25,52.6,CXZV,71279,7047914,EDT,EST
YAB,A�roport d'Arctic Bay,Arctic Bay,NU,Manned/Auto,73.00639,-85.04732,22,CYAB,2400401,EDT,EST,
YAH,A�roport de La Grande IV,La Grande 4,QC,Auto,53.75472,-73.67528,306.3,CYAH,71003,7093714,EDT,EST
YAM,A�roport de Sault Ste. Marie,Sault Ste Marie,ON,Manned,46.48506,-84.50961,192,CYAM,71260,6057591,EDT,EST
YAS,Kangirsuk,Kangirsuk,QC,Manned/Auto,60.02722,-69.99917,123.8,CYAS,7113383,EDT,EST,
YAT,Attawapiskat,Attawapiskat,ON,Auto,52.92759,-82.43198,9.1,CYAT,71653,6010400,EDT,EST
YAW,A�roport de Shearwater,HALIFAX/SHEARWATER,NS,Manned,44.63333,-63.5,44,CYAW,71601,8205090,ADT,AST
YAY,A�roport de St. Anthony,St. Anthony,NL,Auto,51.39195,-56.08306,32.9,CYAY,71819,8403389,NDT,NST
YAZ,A�roport de Tofino,Tofino,BC,Manned/Auto,49.08212,-125.7724,24.5,CYAZ,71106,1038204,PDT,PST
YBB,A�roport de Kugaaruk,Kugaaruk,NU,Manned/Auto,68.53591,-89.8054,15.5,CYBB,2303091,MDT,MST,
YBC,A�roport de Baie-Comeau,Baie-Comeau,QC,Auto,49.1325,-68.20435,21.6,CYBC,71691,7040444,EDT,EST
YBD,A�roport de Bella Coola,Bella Coola,BC,Manned/Auto,52.38763,-126.59577,35.7,CYBD,1060845,PDT,PST,
YBG,BAGOTVILLE,BAGOTVILLE,QC,Manned/Auto,48.33056,-70.99639,159.1,CYBG,71727,7060400,EDT,EST
YBK,A�roport de Baker Lake,Baker Lake,NU,Manned/Auto,64.29881,-96.07765,18.6,CYBK,71926,2300503,CDT,CST
YBL,A�roport de Campbell River,Campbell River,BC,Manned/Auto,49.95204,-125.27305,108.8,CYBL,1021267,PDT,PST,
YBN,BORDEN,BORDEN,ON,Auto,44.266667,-79.9,222.5,CYBN,71534,611B002,EDT,EST
YBQ,A�roport de Tadoule Lake,Tadoule Lake,MB,Auto,58.70611,-98.51222,281.3,CYBQ,71272,5062835,CDT,CST
YBR,A�roport de Brandon,Brandon,MB,Manned,49.91,-99.95223,409.3,CYBR,71140,5010481,CDT,CST
YBU,A�roport de Nipawin,Nipawin,SK,Auto,53.33273,-104.0088,371.9,CYBU,71130,4075525,CST,CST
YBV,A�roport de Berens River,Berens River,MB,Manned/Auto,52.35889,-97.01794,222.2,CYBV,5030201,CDT,CST,
YBW,A�roport de Springbank,Calgary/Springbank,AB,Auto,51.10532,-114.37149,1200.9,CYBW,3031109,MDT,MST,
YBX,A�roport de Blanc-Sablon,Lourdes-de-Blanc-Sablon,QC,Manned/Auto,51.44361,-57.18528,37.2,CYBX,71808,7040815,AST,AST
YCB,A�roport de Cambridge Bay,Cambridge Bay,NU,Manned/Auto,69.10792,-105.13712,31.1,CYCB,71925,2400601,MDT,MST
YCD,A�roport de Nanaimo,Nanaimo,BC,Manned/Auto,49.05455,-123.87012,28,CYCD,1025369,PDT,PST,
YCG,A�roport de Castlegar,Castlegar,BC,Manned/Auto,49.29623,-117.63251,495.6,CYCG,1141456,PDT,PST,
YCK,Chatham-Kent,Chatham-Kent,ON,Auto,42.30583,-82.0825,196.6,CYCK,6131414,EDT,EST,
YCO,A�roport de Kugluktuk,Kugluktuk,NU,Manned/Auto,67.8167,-115.14391,22.6,CYCO,71938,2300903,MDT,MST
YCP,A�roport de Blue River,Blue River,BC,Manned/Auto,52.11692,-119.28453,690.4,CYCP,1160898,PDT,PST,
YCQ,A�roport de Chetwynd,Chetwynd,BC,Manned/Auto,55.68722,-121.62665,609.6,CYCQ,1181507,MST,MST,
YCS,A�roport de Chesterfield Inlet,Chesterfield Inlet,NU,Manned/Auto,63.34711,-90.73116,9.8,CYCS,2300701,CDT,CST,
YCX,GAGETOWN,GAGETOWN,NB,Auto,45.833333,-66.433333,51,CYCX,71701,8101794,ADT,AST
YCY,A�roport de Clyde,Clyde River,NU,Manned,70.48592,-68.51694,26.5,CYCY,71090,2400803,EDT,EST
YDA,A�roport de Dawson,Dawson City,YT,Manned/Auto,64.04211,-139.13031,370.3,CYDA,2100401,PDT,PST,
YDB,A�roport de Burwash,Burwash,YT,Manned/Auto,61.37066,-139.03995,806.2,CYDB,71001,2100180,PDT,PST
YDC,A�roport de Princeton,Princeton,BC,Manned/Auto,49.46789,-120.51247,701.7,CYDC,1126511,PDT,PST,
YDF,A�roport de Deer Lake,Deer Lake,NL,Manned,49.20917,-57.39444,21.9,CYDF,71809,8401502,NDT,NST
YDL,A�roport de Dease Lake,Dease Lake,BC,Auto,58.42231,-130.03151,802.8,CYDL,71686,1192341,PDT,PST
YDN,A�roport de Dauphin,Dauphin,MB,Auto,51.10083,-100.0525,304.5,CYDN,71036,5040689,CDT,CST
YDP,A�roport de Nain,Nain,NL,Manned/Auto,56.55056,-61.68222,6.7,CYDP,71902,8502801,ADT,AST
YDQ,A�roport de Dawson Creek,Dawson Creek,BC,Auto,55.74226,-120.18306,654.7,CYDQ,71471,1182289,MST,MST
YED,EDMONTON/NAMAO,EDMONTON/NAMAO,AB,Manned,53.66917,-113.47556,688.3,CYED,71121,3012210,MDT,MST
YEG,A�roport int. d'Edmonton,Edmonton International,AB,Manned,53.30988,-113.5795,723.3,CYEG,71123,3012216,MDT,MST
YEK,A�roport d'Arviat,Arviat,NU,Manned/Auto,61.09397,-94.07159,10.4,CYEK,71174,2300428,CDT,CST
YEN,A�roport d'Estevan,Estevan,SK,Manned/Auto,49.21031,-102.96574,580.3,CYEN,71862,4012401,CST,CST
YER,A�roport de Fort Severn,Fort Severn,ON,Auto,56.01897,-87.67621,15.8,CYER,71099,6012501,EDT,EST
YET,A�roport d'Edson,Edson,AB,Auto,53.57889,-116.465,926.9,CYET,71167,3062239,MDT,MST
YEV,A�roport d'Inuvik,Inuvik,NT,Manned,68.30378,-133.48312,67.7,CYEV,2202571,MDT,MST,
YFB,A�roport d'Iqaluit,Iqaluit,NU,Manned,63.75657,-68.55611,33.5,CYFB,2402596,EDT,EST,
YFC,A�roport int. de Fredericton,Fredericton,NB,Auto,45.86889,-66.53722,20.7,CYFC,71700,8101505,ADT,AST
YFO,A�roport de Flin Flon,Flin Flon,MB,Manned/Auto,54.67807,-101.68189,304.2,CYFO,5050961,CDT,CST,
YFR,A�roport de Fort Resolution,Fort Resolution,NT,Manned/Auto,61.18081,-113.68965,160.3,CYFR,2202001,MDT,MST,
YFS,A�roport de Fort Simpson,Fort Simpson,NT,Manned/Auto,61.76025,-121.23801,169.2,CYFS,71946,2202103,MDT,MST
YFT,A�roport de Makkovik,Makkovik,NL,Manned/Auto,55.07722,-59.1875,70.4,CYFT,8502588,ADT,AST,
YGE,A�roport de Golden,Golden,BC,Manned/Auto,51.29917,-116.9825,784.9,CYGE,1173209,MDT,MST,
YGH,A�roport de Fort Good Hope,Fort Good Hope,NT,Manned/Auto,66.24063,-128.6476,81.4,CYGH,2201401,MDT,MST,
YGK,A�roport de Kingston,Kingston,ON,Manned/Auto,44.22587,-76.5966,92.4,CYGK,6104149,EDT,EST,
YGL,A�roport de La Grande Rivi�re,La Grande Riviere,QC,Manned,53.62528,-77.70417,194.8,CYGL,71827,7093716,EDT,EST
YGP,A�roport de Gasp�,Gaspe,QC,Manned/Auto,48.77528,-64.47972,34.1,CYGP,71188,7052601,EDT,EST
YGQ,A�roport de Geraldton,Geraldton,ON,Manned/Auto,49.77869,-86.93855,348.4,CYGQ,71834,6042717,EDT,EST
YGR,A�roport des �les de la Madeleine,Iles-de-la-Madeleine,QC,Manned/Auto,47.42507,-61.77734,10.7,CYGR,71709,7053250,ADT,AST
YGT,A�roport d`Igloolik,Igloolik,NU,Manned/Auto,69.36466,-81.81648,52.7,CYGT,2402541,EDT,EST,
YGV,A�roport de Havre-Saint-Pierre,Havre St-Pierre,QC,Auto,50.28194,-63.61139,37.8,CYGV,71584,7043019,EDT,EST
YGW,A�roport de Kuujjuarapik,Kuujjuarapik,QC,Auto,55.28194,-77.76528,12.2,CYGW,7103537,EDT,EST,
YGX,A�roport de Gillam,Gillam,MB,Manned/Auto,56.35772,-94.7107,145.1,CYGX,71912,5061022,CDT,CST
YHA,Quaqtaq,Quaqtaq,QC,Manned/Auto,61.04639,-69.61777,32.3,CYHA,7116271,EDT,EST,
YHD,A�roport de Dryden,Dryden Regional,ON,Auto,49.83167,-92.74416,412.7,CYHD,71527,6032125,CDT,CST
YHE,A�roport de Hope,Hope,BC,Auto,49.36833,-121.49806,39,CYHE,71187,1113542,PDT,PST
YHI,A�roport d'Ulukhaktok,Ulukhatok/Holman,NT,Manned/Auto,70.76283,-117.806,36,CYHI,2502502,MDT,MST,
YHK,A�roport de Gjoa Haven,Gjoa Haven,NU,Manned/Auto,68.63556,-95.85028,46.9,CYHK,71597,2302336,MDT,MST
YHM,A�roport int. Munro de Hamilton,Hamilton,ON,Manned,43.17366,-79.93508,237.7,CYHM,71263,6153193,EDT,EST
YHU,A�roport de Saint-Hubert,Montreal/St-Hubert,QC,Auto,45.51806,-73.41699,27.4,CYHU,71371,7027329,EDT,EST
YHY,A�roport de Hay River/Merlyn Carter,Hay River,NT,Manned/Auto,60.83978,-115.7828,164.9,CYHY,71935,2202401,MDT,MST
YHZ,A�roport int. Stanfield de Halifax,Halifax International,NS,Manned/Auto,44.88119,-63.50871,145.4,CYHZ,71395,8202251,ADT,AST
YIK,Ivujivik,Ivujivik,QC,Manned/Auto,62.41722,-77.92528,38.7,CYIK,7103328,EDT,EST,
YIN,Clinton,Clinton/Bleiber Ranch,BC,Auto,51.25,-121.68333,1126.2,CYIN,71717,1161662,PDT,PST
YIO,A�roport de Pond Inlet,Pond Inlet,NU,Manned/Auto,72.68951,-77.96893,61.6,CYIO,71095,2403205,EDT,EST
YIV,A�roport d'Island Lake,Island Lake,MB,Manned/Auto,53.85713,-94.65367,235.6,CYIV,71145,5061375,CDT,CST
YJF,A�roport de Fort Liard,Fort Liard,NT,Manned/Auto,60.23556,-123.47,215.8,CYJF,2201576,MDT,MST,
YJT,A�roport de Stephenville,Stephenville,NL,Manned,48.54145,-58.54991,24.7,CYJT,71815,8403801,NDT,NST
YKA,A�roport de Kamloops,Kamloops,BC,Manned,50.70251,-120.44861,345.3,CYKA,71887,1163781,PDT,PST
YKD,A�roport d'Aklavik,Aklavik,NT,Manned/Auto,68.2234,-135.00578,6.4,CYKD,2200101,MDT,MST,
YKF,A�roport int. de la R�gion de Waterloo,Kitchener/Waterloo,ON,Auto,43.46077,-80.37872,321.6,CYKF,71368,6144239,EDT,EST
YKG,Kangiqsujuaq,Kangiqsujuaq,QC,Manned/Auto,61.58861,-71.92944,157.6,CYKG,7113379,EDT,EST,
YKJ,A�roport de Key Lake,Key Lake,SK,Auto,57.25639,-105.6175,511.8,CYKJ,71499,4063757,CST,CST
YKL,A�roport de Schefferville,Schefferville,QC,Auto,54.80528,-66.80527,520.9,CYKL,71921,7117823,EDT,EST
YKO,Akulivik,Akulivik,QC,Manned/Auto,60.81861,-78.14861,23.2,CYKO,7100071,EDT,EST,
YKP,Ogoki Post,Ogoki Post,ON,Auto,51.65811,-85.90111,181.1,CYKP,71652,6075786,EDT,EST
YKQ,A�roport de Waskaganish,Waskaganish,QC,Manned/Auto,51.47332,-78.75839,24.1,CYKQ,7098896,EDT,EST,
YKY,A�roport de Kindersley,Kindersley,SK,Manned/Auto,51.51515,-109.18056,693.7,CYKY,71129,4043901,CST,CST
YKZ,A�roport de Buttonville,Toronto/Buttonville,ON,Manned/Auto,43.8608,-79.3686,198.1,CYKZ,71639,6158410,EDT,EST
YLA,Aupaluka,Aupaluka,QC,Manned/Auto,59.29667,-69.98339,36.9,CYLA,7110600,EDT,EST,
YLC,A�roport de Kimmirut,Kimmirut,NU,Manned/Auto,62.84806,-69.87719,51.5,CYLC,2402671,EDT,EST,
YLD,A�roport de Chapleau,Chapleau,ON,Manned/Auto,47.82018,-83.34689,448.1,CYLD,71642,6061362,EDT,EST
YLH,A�roport de Lansdowne House,Lansdowne House,ON,Auto,52.19542,-87.93408,254.2,CYLH,6014351,EDT,EST,
YLJ,A�roport de Meadow Lake,Meadow Lake,SK,Manned/Auto,54.12539,-108.5229,480.7,CYLJ,71125,4065057,CST,CST
YLK,A�roport de Lutselke,Lutselk'e,NT,Manned/Auto,62.41819,-110.68224,178.6,CYLK,2202687,MDT,MST,
YLL,A�roport de Lloydminster,Lloydminster,AB,Manned/Auto,53.31058,-110.07416,668.7,CYLL,71871,3013958,MDT,MST
YLT,SFC Alert,Alert,NU,Manned,82.52,-62.28,31,CYLT,2400302,EDT,EST,
YLU,Kangiqsualujjuaq,Kangiqsualujjuaq,QC,Manned/Auto,58.71139,-65.99277,66.1,CYLU,7113390,EDT,EST,
YLW,A�roport de Kelowna,Kelowna,BC,Auto,49.95722,-119.37778,429.4,CYLW,71203,1123939,PDT,PST
YMA,A�roport de Mayo,Mayo,YT,Manned/Auto,63.61639,-135.86833,503.8,CYMA,71965,2100701,PDT,PST
YMH,Mary's Harbour,Mary's Harbour,NL,Auto,52.30282,-55.84784,10.7,CYMH,71339,8502592,NDT,NST
YMJ,MOOSE JAW,MOOSE JAW,SK,Manned,50.33028,-105.55917,576.9,CYMJ,71864,4015320,CDT,CST
YMM,A�roport de Fort McMurray,Fort McMurray,AB,Auto,56.6532,-111.22333,369.1,CYMM,71689,3062697,MDT,MST
YMO,A�roport de Moosonee,Moosonee,ON,Auto,51.29203,-80.60834,9.1,CYMO,71398,6075420,EDT,EST
YMT,A�roport de Chibougamau Chapais,Chibougamau/Chapais,QC,Auto,49.77186,-74.52797,387.1,CYMT,71822,7091409,EDT,EST
YMU,Umiujaq,Umiujaq,QC,Manned/Auto,56.53611,-76.51833,76.5,CYMU,7108566,EDT,EST,
YMX,A�roport int. de Montr�al-Mirabel,Montreal/Mirabel International,QC,Manned,45.68042,-74.03871,82.3,CYMX,7034900,EDT,EST,
YNA,A�roport de Natashquan,Natashquan,QC,Auto,50.19,-61.78889,11.9,CYNA,71513,7045398,EDT,EST
YNC,Wemindji,Wemindji,QC,Manned/Auto,53.01056,-78.83111,20.1,CYNC,7098905,EDT,EST,
YND,A�roport de Gatineau,Ottawa/Gatineau,ON,Manned/Auto,45.52167,-75.56361,64.3,CYND,7032682,EDT,EST,
YNE,A�roport de Norway House,Norway House,MB,Auto,53.95829,-97.84416,223.7,CYNE,71410,5062040,CDT,CST
YNM,A�roport de Matagami,Matagami,QC,Auto,49.76167,-77.80278,279.8,CYNM,71947,7094636,EDT,EST
YOC,A�roport d'Old Crow,Old Crow,YT,Manned/Auto,67.57008,-139.83989,250.2,CYOC,2100801,PDT,PST,
YOD,COLD LAKE,COLD LAKE,AB,Manned,54.405,-110.27944,541.4,CYOD,71120,3081680,MDT,MST
YOJ,A�roport de High Level,High Level,AB,Manned/Auto,58.62158,-117.16467,338,CYOJ,71066,3073141,MDT,MST
YOO,A�roport municipal d'Oshawa,Oshawa,ON,Auto,43.92283,-78.89674,139.9,CYOO,71697,6155875,EDT,EST
YOW,A�roport int. Macdonald-Cartier d'Ottawa,Ottawa/Macdonald-Cartier Interna,ON,Manned,45.3225,-75.66727,114,CYOW,71628,6106001,EDT,EST
YOY,VALCARTIER,VALCARTIER,QC,Manned,46.9,-71.5,167.6,CYOY,71716,7018574,EDT,EST
YPA,A�roport de Prince Albert,Prince Albert,SK,Manned,53.21462,-105.67349,428.2,CYPA,71869,4056241,CST,CST
YPC,A�roport de Paulatuk,Paulatuk,NT,Manned/Auto,69.36066,-124.07571,4.6,CYPC,2203056,MDT,MST,
YPD,A�roport de Port Hawkesbury,Port Hawkesbury,NS,Auto,45.65667,-61.36806,114.9,CYPD,71041,8204495,ADT,AST
YPE,A�roport de Peace River,Peace River,AB,Manned,56.22729,-117.44708,570.6,CYPE,71068,3075041,MDT,MST
YPG,A�roport de Portage Southport,Portage Southport,MB,Manned,49.9,-98.27,270,CYPG,5012320,CDT,CST,
YPH,A�roport d'Inukjuak,Inukjuak,QC,Auto,58.47194,-78.07694,25,CYPH,71306,7103280,EDT,EST
YPL,A�roport de Pickle Lake,Pickle Lake,ON,Manned/Auto,51.44639,-90.21417,386.2,CYPL,71845,6016529,EST,EST
YPO,Peawanuck,Peawanuck,ON,Auto,54.98806,-85.44334,52.7,CYPO,6016298,EST,EST,
YPQ,A�roport municipal de Peterborough,Peterborough,ON,Auto,44.23054,-78.3632,191.4,CYPQ,71436,6166415,EDT,EST
YPR,Prince Rupert,Prince Rupert,BC,Auto,54.28589,-130.44467,35.4,CYPR,71022,1066482,PDT,PST
YPW,A�roport de Powell River,Powell River,BC,Manned/Auto,49.83408,-124.50034,129.5,CYPW,1046395,PDT,PST,
YPX,A�roport de Puvirnituq,Puvirnituq,QC,Auto,60.05211,-77.28761,25.3,CYPX,7106223,EDT,EST,
YPY,A�roport de Fort Chipewyan,Fort Chipewyan,AB,Auto,58.76722,-111.11723,232,CYPY,71305,3072655,MDT,MST
YQA,A�roport de Muskoka,Muskoka,ON,Auto,44.97472,-79.30333,281.9,CYQA,71532,6115529,EDT,EST
YQB,A�roport int. Lesage de Qu�bec,Quebec/Jean Lesage  Internationa,QC,Manned,46.7912,-71.39331,74.4,CYQB,7016293,EDT,EST,
YQD,A�roport de The Pas,The Pas,MB,Manned/Auto,53.97129,-101.09105,270.7,CYQD,71867,5052881,CDT,CST
YQF,A�roport R�gional de Red Deer,Red Deer Regional,AB,Manned,52.18229,-113.89448,904.6,CYQF,71878,3025481,MDT,MST
YQG,A�roport de Windsor,Windsor,ON,Manned,42.27556,-82.95556,189.6,CYQG,71538,6139527,EDT,EST
YQH,A�roport de Watson Lake,Watson Lake,YT,Manned/Auto,60.11644,-128.82242,687.4,CYQH,2101201,PDT,PST,
YQI,A�roport de Yarmouth,Yarmouth,NS,Manned/Auto,43.82694,-66.08806,43,CYQI,71603,8206495,ADT,AST
YQK,A�roport de Kenora,Kenora,ON,Manned,49.78833,-94.36311,409.7,CYQK,71850,6034076,CDT,CST
YQL,A�roport de Lethbridge,Lethbridge,AB,Manned/Auto,49.63028,-112.79972,929,CYQL,71267,3033881,MDT,MST
YQM,A�roport int. du Grand Moncton,Moncton International,NB,Manned/Auto,46.11221,-64.67858,70.7,CYQM,71705,8103201,ADT,AST
YQQ,COMOX,COMOX,BC,Manned/Auto,49.71083,-124.88667,25.6,CYQQ,71893,1021830,PDT,PST
YQR,A�roport int. de Regina,Regina International,SK,Manned,50.43219,-104.66605,577.6,CYQR,4016566,CST,CST,
YQT,A�roport de Thunder Bay,Thunder Bay,ON,Manned/Auto,48.372,-89.3217,199.3,CYQT,71072,6048262,EDT,EST
YQU,A�roport de Grande Prairie,Grande Prairie,AB,Manned,55.17997,-118.88469,669,CYQU,71940,3072921,MDT,MST
YQV,A�roport de Yorkton,Yorkton,SK,Auto,51.26481,-102.46132,498.3,CYQV,71292,4019075,CST,CST
YQW,A�roport de North Battleford,North Battleford,SK,Auto,52.76925,-108.24372,548.5,CYQW,71876,4045695,CST,CST
YQX,A�roport int. de Gander,Gander International,NL,Manned,48.93702,-54.56813,151.2,CYQX,71803,8401703,NDT,NST
YQY,A�roport de J.A. Douglas McCurdy Sydney,Sydney,NS,Manned/Auto,46.16139,-60.04806,61.9,CYQY,71707,8205701,ADT,AST
YQZ,A�roport de Quesnel,Quesnel,BC,Auto,53.02608,-122.51037,545,CYQZ,71192,1096629,PDT,PST
YRA,A�roport de Gameti,Gameti/Rae Lakes,NT,Manned/Auto,64.11612,-117.30972,220.4,CYRA,2203362,MDT,MST,
YRB,A�roport de Resolute,Resolute Bay,NU,Manned/Auto,74.71691,-94.96934,67.7,CYRB,71924,2403498,CDT,CST
YRJ,A�roport de Roberval,Roberval,QC,Manned/Auto,48.52,-72.26556,178.6,CYRJ,71728,7066686,EDT,EST
YRL,A�roport de Red Lake,Red Lake,ON,Manned/Auto,51.06709,-93.79305,385.9,CYRL,71854,6016970,CDT,CST
YRQ,A�roport de Trois-Rivieres,Trois-Rivieres,QC,Auto,46.35157,-72.68046,60.7,CYRQ,7018561,EDT,EST,
YRT,A�roport de Rankin Inlet,Rankin Inlet,NU,Manned,62.81066,-92.11462,32.3,CYRT,71083,2303405,CDT,CST
YRV,A�roport de Revelstoke,Revelstoke,BC,Auto,50.96689,-118.18447,444.7,CYRV,71685,1176745,PDT,PST
YSB,A�roport du Grand Sudbury,Sudbury,ON,Manned,46.62555,-80.79784,348.4,CYSB,71730,6068153,EDT,EST
YSF,A�roport de Stony Rapids,Stony Rapids,SK,Auto,59.25028,-105.84139,249.7,CYSF,71132,4067799,CST,CST
YSJ,A�roport de Saint John,Saint John,NB,Manned,45.31616,-65.89012,108.8,CYSJ,71609,8104901,ADT,AST
YSK,A�roport de Sanikiluaq,Sanikiluaq,NU,Manned/Auto,56.5369,-79.25013,33.5,CYSK,2303666,EDT,EST,
YSL,A�roport de St. Leonard,St. Leonard,NB,Auto,47.1575,-67.83472,241.7,CYSL,71703,8104932,ADT,AST
YSM,A�roport de Fort Smith,Fort Smith,NT,Manned/Auto,60.02028,-111.96195,205.1,CYSM,71934,2202201,MDT,MST
YSN,A�roport de St. Catharines,St. Catharines,ON,Manned/Auto,43.19167,-79.17167,97.8,CYSN,6137286,EDT,EST,
YSP,A�roport de Marathon,Marathon,ON,Manned/Auto,48.75528,-86.34444,314.6,CYSP,6044963,EDT,EST,
YSY,A�roport de Sachs Harbour,Sachs Harbour,NT,Manned/Auto,71.99365,-125.24147,86,CYSY,2503651,MDT,MST,
YTE,A�roport de Cape Dorset,Cape Dorset,NU,Manned/Auto,64.23023,-76.52486,48.2,CYTE,71366,2400633,EDT,EST
YTH,A�roport de Thompson,Thompson,MB,Manned,55.80333,-97.8625,224,CYTH,71079,5062921,CDT,CST
YTL,A�roport de Big Trout Lake,Big Trout Lake,ON,Auto,53.81789,-89.89692,222.5,CYTL,71675,6010735,CDT,CST
YTQ,Tasiujaq,Tasiujaq,QC,Manned/Auto,58.66778,-69.95583,36.9,CYTQ,7118365,EDT,EST,
YTR,TRENTON,TRENTON,ON,Manned,44.11889,-77.52806,86.3,CYTR,71621,6158875,EDT,EST
YTS,A�roport Victor Power de Timmins,Timmins,ON,Manned,48.57066,-81.37664,294.7,CYTS,71739,6078286,EDT,EST
YTZ,A�roport du centre-ville de Toronto,Toronto City Centre,ON,Auto,43.6274,-79.3962,76.8,CYTZ,71265,6158359,EDT,EST
YUB,Tuktoyaktuk,Tuktoyaktuk,YT,Manned/Auto,69.43324,-133.02635,4.3,CYUB,2203913,MDT,MST,
